created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Mon Jan 23 12:09:36 +0000 2023,1617494758963961857,"❗️A THREAD PENIPU ❗️  buat kalian yg mau konser di daerah ice bsd hati’ buat milih tempat penginapan  t. tds 2, treasure dll",14,7,593,712,in,1491457212870717442,1617494758963961857,jjsnolee,https://twitter.com/jjsnolee/status/1617494758963961857,
Mon Jan 23 06:44:35 +0000 2023,1617412965506088961,🎁 GIVEAWAY TIME 💎  karena kmrn dec ketemu &amp  bsk maret (insya Allah) ketemu lg sm treasure jd mau bagi2 giveaway utk 2 teume INA: 1.) totebag  2.) clear file + pc  dari pop up store jp  ✨rt &amp  like tweet ini ✨ga usah followww ✨end 29 jan ‘23  gluck!!! https://t.co/2agiGFfI8p,2,172,462,488,in,49236848,1617412965506088961,beautlights,https://twitter.com/beautlights/status/1617412965506088961,
Mon Jan 23 05:21:28 +0000 2023,1617392048709201921,@starfess IDOL ASLI KOREA ITU NDERRR😭😭 park jeongwoo treasure.. dia ga beneran ngomong j word kok😭🙏🏻🙏🏻,0,1,4,963,in,1316689125622210560,1617391718340661249,kyunyu_uwu,https://twitter.com/kyunyu_uwu/status/1617392048709201921,starfess
Sun Jan 22 23:21:39 +0000 2023,1617301495204151298,"@/ticketing_official di instagram ig penipu, scammer‼️ jangan jastip disitu yaa hati2 sijeuni teume‼️  t. wtb wts ticket tiket hello treasure the dream show tds 2 jkt jakarta https://t.co/3I4BwLVSDo",50,88,1048,1072,in,1144410512001683457,1617301495204151298,lowkeydees,https://twitter.com/lowkeydees/status/1617301495204151298,
Sun Jan 22 12:02:21 +0000 2023,1617130546160893952,"MINI GIVEAWAY FOR TEUME ONLY💎  berhubung aku kemaren dapet tiket treasure, aku mau giveaway saldo spay receh 25k buat 4 orang 🙌  syaratnya:  📌rt dan like tweet ini aja, mau sekalian mutualan juga bolee  end? 23 januari, jam 18.00 good luck💕",0,125,374,380,in,1298791062731800578,1617130546160893952,uwoonoonaa,https://twitter.com/uwoonoonaa/status/1617130546160893952,
Sat Jan 21 12:45:17 +0000 2023,1616778963086643202,YG JAPON LINE #TREASURE #BABYMONSTER https://t.co/AKKb3A0GRA,86,6,441,1453,in,1516854527256899594,1616778963086643202,baemoncoming,https://twitter.com/baemoncoming/status/1616778963086643202,
Sat Jan 21 06:09:53 +0000 2023,1616679457259159553,[TRANS] 🐶 210123  OP : kakak masih main skateboard gak sekarang?? penasaran soalnya terakhir liat di 3 min treasure 2 tahun lalu!!  🐶 : udah ilang feelnya jadi gak main lagi ^_^ …  @treasuremembers https://t.co/oVUamzvaAY,135,46,133,1045,in,1376469852479574020,1616679457259159553,teuverse_id,https://twitter.com/teuverse_id/status/1616679457259159553,treasuremembers
Sat Jan 21 04:52:39 +0000 2023,1616660020112011265,[UPDATE] 💎 210123  Pesan Tahun Baru Imlek dari Treasure  🦔🐶 [1/5] @treasuremembers https://t.co/XAQMM272f3,53,2,367,1270,in,1376469852479574020,1616660020112011265,teuverse_id,https://twitter.com/teuverse_id/status/1616660020112011265,treasuremembers
Fri Jan 20 00:04:57 +0000 2023,1616225229260611585,TEUME! Karena aku dapet tiket konser treasure😭 Aku mau giveaway saldo spay 150k spay buat 3 orang (50k/each)   RULES :  • Teume only • Follow and rt/like • Rep foto bias kalian  End? TBA. goodluck!🥰 https://t.co/SfTyy0jgiy,0,345,340,441,in,1350011190282313729,1616225229260611585,vaachskies,https://twitter.com/vaachskies/status/1616225229260611585,
Thu Jan 19 11:45:23 +0000 2023,1616039110338306048,"Teume! let's trust to our boys so stop buat berpikiran yg engga yaa, kata dobby juga treasure always by our side ❤ https://t.co/SEAqPlk2H6""",7,4,96,605,in,1271439514460753920,1616039110338306048,treasuremenfess,https://twitter.com/treasuremenfess/status/1616039110338306048,
Thu Jan 19 11:15:21 +0000 2023,1616031553087471616,Teume! Mari kita aamiinkan harapan2 treasure di tahun 2023 ini 🫶🏻 https://t.co/QhPK7hksfR,44,42,243,1249,in,1271439514460753920,1616031553087471616,treasuremenfess,https://twitter.com/treasuremenfess/status/1616031553087471616,
Thu Jan 19 10:58:26 +0000 2023,1616027294644187136,CANTIKNYA PHYSICAL TICKET GLOSSY CAMNI 😭✨ kena simpan kenangan first concert Treasure kat KL 😭✨ #TREASUREinKL https://t.co/5Ih6IIfvI6,44,7,122,590,in,802521368,1616027294644187136,azie_abdan,https://twitter.com/azie_abdan/status/1616027294644187136,
Thu Jan 19 03:00:30 +0000 2023,1615907021412306945,TOP 100 – K-POP LEADERS (NOMINEES)  Hongjoong (#ATEEZ) Hui (#PENTAGON) Huihyeon (#DIA) Hyebin (#MOMOLAND) Hyojin (#ONF) Hyojung (#OHMYGIRL) Hyunsuk (#TREASURE) Irene (#RedVelvet) Jaehan (#OMEGAX) Jay B (#GOT7)  👉 VOTE: https://t.co/iFFhXFivDw https://t.co/UUKe23Ukly,229,158,915,2367,in,1476599262490284039,1615907021412306945,TOP100KPOP,https://twitter.com/TOP100KPOP/status/1615907021412306945,
Wed Jan 18 16:21:40 +0000 2023,1615746252607754246,nefer forget member treasure dibash krn bilang dia ga suka takemichy anjgggggggggggg paaaak bangun paaak pak shinichirooo pimpin negri ini lg paaakk,364,3,81,1091,in,180348499,1615743071999897600,farmir,https://twitter.com/farmir/status/1615746252607754246,
Wed Jan 18 14:20:18 +0000 2023,1615715711762182144,MINI GIVEAWAY 💐  gaes karena aku dapet tiket nonton treasure aku mau giveaway saldo receh 30K spay buat 2 orang (15k/each) 🙌  syaratnya:  📌rt dan like tweet ini aja   end? TBA. https://t.co/L1BmiQSzso,1,90,454,471,in,835604519161593857,1615715711762182144,freakinroad,https://twitter.com/freakinroad/status/1615715711762182144,
Wed Jan 18 12:07:36 +0000 2023,1615682315648393218,"[GIVEAWAY] Pvc bag Treasure utk 2 pemenang  PLEASE RT &amp  LIKE   Pvc Bag 2n1 By Jungiekhouse  Ada zipper, Pouch bs di lepas  Free tambah nama + pin  Size kurang dari a4 , muat utk Lightstick    Order : https://t.co/wmxjwBukah  #TREASURE_HELLOinJKT  #TREASURE #TOUR #HELLO #JAKARTA https://t.co/1pTXVHTOt4",6,281,683,834,in,115880477,1615682315648393218,meandoppa,https://twitter.com/meandoppa/status/1615682315648393218,
Wed Jan 18 10:33:46 +0000 2023,1615658701679132672,[yg_treasure_tiktok] 230118  UH 🗣️🗣️🗣️  🖇️ https://t.co/8SId2E6YMF  #TREASURE #트레저 #トレジャー  @treasuremembers https://t.co/GnDQEh3MwW,39,0,311,876,in,1469253385312370690,1615658701679132672,trsrupdates,https://twitter.com/trsrupdates/status/1615658701679132672,treasuremembers
Tue Jan 17 15:07:19 +0000 2023,1615365154019115008,221210 [SHI2022 JAKARTA]  🐶📹 : 𝘽𝙊𝙔 Full : https://t.co/p4xgMRDoKI  #윤재혁 #YOONJAEHYUK #ジェヒョク #尹材赫 #트레저 #TREASURE https://t.co/0zpggiMiRa,19,0,327,1296,en,1293696056094466048,1615365154019115008,723Hertz_JH,https://twitter.com/723Hertz_JH/status/1615365154019115008,
Tue Jan 17 15:03:28 +0000 2023,1615364187445923841,YG bertekad untuk membesarkan TREASURE &amp  BAEMON. TREASURE dipegang ditangan kanan &amp  BAEMON berada ditangan kiri. Dengan arahan produser Yang Hyunsuk. Dengan cara yang lebih baik dan lebih indah lagi.  Harapan mereka meningkat secara vertikal karena Yang Hyunsuk PD Eksekutif https://t.co/XaJsJC7YOG,150,38,799,4985,in,1249610344764325888,1615364187445923841,hartatreasure,https://twitter.com/hartatreasure/status/1615364187445923841,
Tue Jan 17 13:15:06 +0000 2023,1615336914135175168,⛔ Thread Scammer Treasure Concert Hello tour in Jakarta‼️ PART 2 ‼️ HELP RT/Likes!!   Udh bnyk yg kena scam treasure hello concert in Jakarta aku buat part 2 krn part 1 nya udh panjang bgt dan bbrp mungkin udh males scroll saking panjangnya. Klo kalian liat/korban repp aja👇🏻,11,11,497,498,in,1431666504949387268,1615336914135175168,seziyuuq,https://twitter.com/seziyuuq/status/1615336914135175168,
Tue Jan 17 10:43:00 +0000 2023,1615298636375805952,"HALLO-HALLO KALO LEWAT DI TL KALIAN BOLEH MAMPUR BACA DLU YUK 😀  Aku abis kena scam sama orang yang hebat banget banget mulus bgt scamnya, tp ya ini salah aku juga karena sih aku buru buru belinya takut ga bisa nonton treasure huhu, tapi yasudah ikhlasin aja itung itung berdana",128,48,1402,2486,in,1452550512608309250,1615298636375805952,hygggee,https://twitter.com/hygggee/status/1615298636375805952,
Tue Jan 17 02:52:23 +0000 2023,1615180203411795969,"HELP RT!  mau giveaway saldo spay 50k buat 1 winner, kalo aku InsyaAllah bisa dapet tiket treasure (Hello in Jakarta)   Rules : rt + likes End : besok jam 10.00  Minta doa sekalian aja ya biar aku beneran bisa nonton (dapet tiket dan restu). 🥺🙏🏻",0,299,742,757,in,1509136849717006340,1615180203411795969,sygkyuto,https://twitter.com/sygkyuto/status/1615180203411795969,
Mon Jan 16 10:47:00 +0000 2023,1614937255927500808,SCAM TIKET TREASURE PLEASE BE AWARE ❗❗  082172162236  nawarin tiket tapi harus tf dulu baru ksih proof. Pas aku bilang ga jadi malah neror 😤 https://t.co/RIoowsVOwE,60,48,1309,1698,in,1251131062396129280,1614937255927500808,skiesllaaaaaa,https://twitter.com/skiesllaaaaaa/status/1614937255927500808,
Mon Jan 16 09:46:33 +0000 2023,1614922044575191041,"[yg_treasure_tiktok] 230116  teume january issue, jaehyuk edition released..! 📸  🖇️ https://t.co/erHkAS9wAo  #TREASURE #트레저 #トレジャー  @treasuremembers https://t.co/wxKCjJpsg7",83,0,351,1116,in,1469253385312370690,1614922044575191041,trsrupdates,https://twitter.com/trsrupdates/status/1614922044575191041,treasuremembers
Mon Jan 16 09:26:14 +0000 2023,1614916931177549829,"teume! lucuuu bangett, ga kerasa sekarang bontot nya waiji yaitu Treasure uda besarr 😭🫶🏻. soon Treasure bakal jadii abang yang punya 2 adek. hyung ~ oppa ~ Treasure sunbaenim 😭 (Titipan) https://t.co/O8eitrclyc",17,17,98,1154,in,1271439514460753920,1614916931177549829,treasuremenfess,https://twitter.com/treasuremenfess/status/1614916931177549829,
Mon Jan 16 08:47:45 +0000 2023,1614907244780605440,⛔ Thread Scammer Treasure Concert Hello tour in Jakarta‼️  HELP RT/Likes!!  Ini lapak buat kalian nanti kalau semisal ada yg kena scam boleh di repp aja yaa 👇🏻,194,55,2079,2638,in,1431666504949387268,1614907244780605440,seziyuuq,https://twitter.com/seziyuuq/status/1614907244780605440,
Mon Jan 16 08:24:22 +0000 2023,1614901359379374082,SOUNDCHECK DAN SEND OFF GAK BISA DIPINDAHTANGANKAN APAPUN ALASANNYA PLEASE BEWARE OF SCAMMER!!!!!   tag wts wtb tiket hello tour jakarta treasure,9,15,427,695,in,946470438309322757,1614901359379374082,0421fm,https://twitter.com/0421fm/status/1614901359379374082,
Mon Jan 16 07:48:21 +0000 2023,1614892296679600128,"GUYS SUMPAH KALIAN YG NEMU WTS AN TIKET KONSER TREASURE YANG SOUNDCHECK ATAU SEND OFF JANGAN PERCAYA YAA, SOALNYA ITU GAK BISA PINDAH TANGAN",119,41,2034,5324,in,1501099924187799552,1614892296679600128,kdysuns,https://twitter.com/kdysuns/status/1614892296679600128,
Sun Jan 15 15:05:37 +0000 2023,1614639949864931331,"Teume! I just wanna sa MAKASIH BANYAK BUAT TEUME YANG UDAH BERJUANG BUAT TREASURE DI SMA TAHUN INI HASIL AKHIRNYA KITA ADA DI POSISI 8👏 iya tahu tahun ini berat banget ngevotenya karena hypenya kurang : tapi kalian yang bertahan nyampe akhir keren banget pokoknya  (cont..) https://t.co/0sW8FuArti""",9,40,140,663,in,1271439514460753920,1614639949864931331,treasuremenfess,https://twitter.com/treasuremenfess/status/1614639949864931331,
Sun Jan 15 09:03:47 +0000 2023,1614548891822878722,Barang-barang yang mungkin dibutuhkan saat nonton konser Treasure edition (✿^‿^)  ❀┆A  Thread ┆❀ https://t.co/MJ1SgeBndf,34,6,181,744,in,1547645765433974785,1614548891822878722,jeongkyuverse,https://twitter.com/jeongkyuverse/status/1614548891822878722,
Sat Jan 14 15:54:14 +0000 2023,1614289799543939072,-hey ini tuh 00L nya treasure yaa? https://t.co/vZRE9aMOPT,105,186,60,1128,in,1210342758029807616,1614289799543939072,starfess,https://twitter.com/starfess/status/1614289799543939072,
Sat Jan 14 10:45:52 +0000 2023,1614212193339453440,Wihhhh shotaro sama Yoshi treasure beneran BESTie guys🤝🤝🤝 nct! https://t.co/3XTlD09dTs,25,18,93,869,in,1275010241017462784,1614212193339453440,nct_menfess,https://twitter.com/nct_menfess/status/1614212193339453440,
Sat Jan 14 01:44:59 +0000 2023,1614076076212490241,"[GIVEAWAY TIME] Lightstick NCT &amp  Treasure  Siapa yg siap konser TDS2 &amp  Hello Jakarta? Cheers mau bagi2 ls nih!   Rules: 💕Follow Twitter @chimchimchingu &amp  IG https://t.co/LoHNTGwWQS 💕Like &amp  RT tweet ini 💕Comment mau ls apa, wish, ss bukti follow, sertakan #GiveawayCheersforyou https://t.co/iubfdNGuWt",12,542,489,651,in,946945793952329730,1614076076212490241,chimchimchingu,https://twitter.com/chimchimchingu/status/1614076076212490241,chimchimchingu
Fri Jan 13 07:01:01 +0000 2023,1613793219766292481,#wofiebear  —mengejar gadis 12 ipa 2  treasure maknae line ft minji newjeans few tweet au https://t.co/SC6LoxFnsP,49,13,464,2299,in,1530822580172509185,1613793219766292481,pharamaexs,https://twitter.com/pharamaexs/status/1613793219766292481,
Fri Jan 13 03:25:51 +0000 2023,1613739071062540288,-hi kalo ketemu treasure mau fotbar sama siapa? https://t.co/XUNQ6OkX1i,254,1040,109,1768,in,1210342758029807616,1613739071062540288,starfess,https://twitter.com/starfess/status/1613739071062540288,
Thu Jan 12 12:02:57 +0000 2023,1613506815710621697,[230112] Hyunsuk  #TREASURE #트레저 #CHOIHYUNSUK @treasuremembers https://t.co/h8QpkO4vJF,35,3,370,1377,in,1281373506492563458,1613506815710621697,TRSYGHD,https://twitter.com/TRSYGHD/status/1613506815710621697,treasuremembers
Thu Jan 12 09:06:49 +0000 2023,1613462493212598274,"[TRANS] 🐰 120123  OP : doyoung, mulai sekarang aku mau nurunin berat badan sambil dance. lagu treasure apa yang paling oke buat nurunin berat badan  🐰 : koreo buat diet itu ILY! 🐰 : koreo MMM buat latihan kekuatan otot 🐰 : koreo hello buat latihan kekuatan stamina! https://t.co/u6I204TMtW",57,22,141,1176,in,1376469852479574020,1613462493212598274,teuverse_id,https://twitter.com/teuverse_id/status/1613462493212598274,
Thu Jan 12 05:43:59 +0000 2023,1613411446733574145,KATA KATA MOTIVASI DARI MEMBER TREASURE  a thread by teume! : https://t.co/VQSwo3JTZm,16,17,349,2452,in,1271439514460753920,1613411446733574145,treasuremenfess,https://twitter.com/treasuremenfess/status/1613411446733574145,
Wed Jan 11 10:06:43 +0000 2023,1613115180069814272,"-hey side profile yang menurut sender asdfghjkl gak ngotak damage nya from Asahi Treasure😔😭, menurut kalian side profile yang asdfghjkl kalian siapa? https://t.co/1dtxCRL3wv",47,124,138,1932,in,1210342758029807616,1613115180069814272,starfess,https://twitter.com/starfess/status/1613115180069814272,
Tue Jan 10 16:43:13 +0000 2023,1612852573538783232,"Hal2 yg perlu gue tanemin baik2 dalam otak dan hati sblm konser treasure :  1. GAK BOLEH IRI SM ORG LAIN Pasti bkln ada aja lucky fans nth dpt tiket murah, bs depan member, bs dinotice dll. Dan gw gaboleh iri!!!  2. INGET GW MO NNTN MRK BKN MAU DINOTICE Jd gblh kelabakan",23,7,225,762,in,1381100158159482881,1612852573538783232,risneyyy28,https://twitter.com/risneyyy28/status/1612852573538783232,
Tue Jan 10 10:50:49 +0000 2023,1612763889346961409,Teume! Tinggi 150cm an + ngambil oren nanti pas konser treasure kita kita ini ngumpul dibelakang gini aja yuk😭  https://t.co/8FaJrSOHIS,76,112,125,1655,in,1271439514460753920,1612763889346961409,treasuremenfess,https://twitter.com/treasuremenfess/status/1612763889346961409,
Tue Jan 10 09:41:03 +0000 2023,1612746333437456384,"-hey TREASURE x SEVENTEEN WOYYYY😭😭 INI KAN YG KALIAN MAU CARAT+TEUME, MWEHEHEH🫶🏻 https://t.co/zSceDFv8RP",338,373,750,9547,in,1210342758029807616,1612746333437456384,starfess,https://twitter.com/starfess/status/1612746333437456384,
Tue Jan 10 09:29:08 +0000 2023,1612743333679607808,[yg_treasure_tiktok] 230110  DARARI CHALLENGE 🎶 with Jay Park  🖇️ https://t.co/HCX0PEQRHI  #TREASURE #트레저 #トレジャー  @treasuremembers https://t.co/IHHEPX3JUY,44,0,281,796,in,1469253385312370690,1612743333679607808,trsrupdates,https://twitter.com/trsrupdates/status/1612743333679607808,treasuremembers
Tue Jan 10 03:18:35 +0000 2023,1612650081853018117,AKALA KO BA NUGU GROUP TONG TREASURE TANGINANG YAN ₱19.5k PA NGA.,114,7,534,1980,tl,310010846,1612650081853018117,amicahantonioo,https://twitter.com/amicahantonioo/status/1612650081853018117,
Tue Jan 10 03:16:48 +0000 2023,1612649633536446464,"[EVENT] 2023 TREASURE TOUR [HELLO] IN KUALA LUMPUR by @imemalaysia  📆: 11th March 2023 (Saturday) 🕕: 6PM 🏟️: Malawati Indoor Stadium, Shah Alam, Selangor. 🎟️: https://t.co/ODSKCVQKG1  #트레저 #TREASURE #HELLO #TREASUREinMY #TREASUREinKL #HELLOinMY #HELLOinKL https://t.co/Y5k8LtWZdT",238,21,420,930,in,1003914344,1612649633536446464,msiakpopfans,https://twitter.com/msiakpopfans/status/1612649633536446464,imemalaysia
Mon Jan 09 12:03:23 +0000 2023,1612419763678097412,"TEUME! INI RILL NGAKAK BGT, TREASURE ON WEVERSE BILAIK: 😭😭😭  cr.KNMTNOR1 https://t.co/rNuKixJ52w",141,160,323,3873,in,1271439514460753920,1612419763678097412,treasuremenfess,https://twitter.com/treasuremenfess/status/1612419763678097412,
Mon Jan 09 09:40:10 +0000 2023,1612383723160502273,"- ada yang nanya han apa dia punya temen di treasure? Han bilang ga ada yang deket tapi dia denger kalo mereka suka SEVENTEEN, dia bilang makasih.",104,1,110,736,in,1259708808386891776,1612379599115280384,My17youth,https://twitter.com/My17youth/status/1612383723160502273,
Mon Jan 09 07:48:12 +0000 2023,1612355545234804736,[INFO] 230108   Doyoung Treasure menyebut KAI di akun weversenya. 💛  👤 : Namaku berawalan huruf ‘KA’ dan diakhiri huruf ‘I’ coba tebak siapa namaku~~  DY : Ka… Kai sunbaenim? Kamu sudah mulai main Weverse?   #KAI #카이  #엑소카이 @weareoneEXO https://t.co/x2qDr7HYxZ,24,1,89,628,in,1499651412162396166,1612355545234804736,Kaigom_INA,https://twitter.com/Kaigom_INA/status/1612355545234804736,weareoneEXO
Sun Jan 08 16:22:07 +0000 2023,1612122485750927360,Crowd during Darari. 🤟🏻 #TREASURE #트레저 @treasuremembers https://t.co/z8FpoGoOa0,50,5,3816,12678,in,1256653668624916480,1612122485750927360,aiurskies_,https://twitter.com/aiurskies_/status/1612122485750927360,treasuremembers
Sun Jan 08 10:36:20 +0000 2023,1612035468157386752,inspirasi piyama yang dipakai member treasure🌙💤   -ˋˏ ༻a theard༺ ˎˊ- https://t.co/w54i6NDUiW,12,1,342,1932,in,1458102258294525961,1612035468157386752,sweetcandyss_,https://twitter.com/sweetcandyss_/status/1612035468157386752,
Sun Jan 08 07:20:09 +0000 2023,1611986097860677632,teume! macam - macam treasure sign dari member treasure sendiri .. https://t.co/FrxxDWDijD,14,53,126,2010,in,1271439514460753920,1611986097860677632,treasuremenfess,https://twitter.com/treasuremenfess/status/1611986097860677632,
Sat Jan 07 17:03:20 +0000 2023,1611770470634000385,230108 in BKK  pretty boy 💖😭 #YOSHI #요시  #TREASURE #GDAinBKK  #WelcomeTREASUREtoTHAILAND https://t.co/e5uaWe39aU,29,1,566,1214,in,114157383,1611770470634000385,FifiPetal_95,https://twitter.com/FifiPetal_95/status/1611770470634000385,
Sat Jan 07 15:13:00 +0000 2023,1611742705260072960,[yg_treasure_tiktok] 230107  HELLO from Golden Disc Awards  🖇️https://t.co/7fDWlaEHvT  #TREASURE #트레저 #トレジャー  @treasuremembers https://t.co/kMuUtJBdSy,9,0,386,1107,in,1469253385312370690,1611742705260072960,trsrupdates,https://twitter.com/trsrupdates/status/1611742705260072960,treasuremembers
Sat Jan 07 14:09:25 +0000 2023,1611726706506883072,230107 GDA in BKK bigbang sunbaenim jjang!  #트레저 #TREASURE #GDAinBKK https://t.co/V2AfHHITbv,6,0,615,1518,in,1412066029484732416,1611726706506883072,jwoolovs,https://twitter.com/jwoolovs/status/1611726706506883072,
Sat Jan 07 13:51:03 +0000 2023,1611722080646758402,@KhhFess member baru treasure 'seo donghyun'😭 https://t.co/QYjLe2G1Jr,122,2,183,926,in,913029648631586816,1611719819459690504,eterntyy_,https://twitter.com/eterntyy_/status/1611722080646758402,KhhFess
Sat Jan 07 13:33:23 +0000 2023,1611717636043440138,ada OP yang ngeliat hyunjin jabat tangan sm Park Jihoon Treasure di artist seat. wahh 00z ini gamau nyusul collab stage ajah kah hehe  @Stray_Kids #StrayKids #스트레이키즈 🦉©shikaishappyyy https://t.co/ulGZcwKScy,28,2,186,635,in,1286762058122326016,1611717636043440138,stayspedia_id,https://twitter.com/stayspedia_id/status/1611717636043440138,Stray_Kids
Sat Jan 07 13:27:42 +0000 2023,1611716206389784579,Hyunjin with (?) #treasure #StrayKids​ #GDAinBKK https://t.co/YaGQXqqNgU,128,8,551,1408,in,66648142,1611716206389784579,iNaverLand,https://twitter.com/iNaverLand/status/1611716206389784579,
Sat Jan 07 12:54:43 +0000 2023,1611707905082028032,🎥💎 “DARARI CHALLENGE”  #트레저 #TREASURE @treasuremembers https://t.co/BWEwXF2cmV,30,0,431,1391,in,1137179556320727040,1611707905082028032,treasure_hd,https://twitter.com/treasure_hd/status/1611707905082028032,treasuremembers
Sat Jan 07 12:20:22 +0000 2023,1611699259593871360,Darari  #GDAinBKK #GDA2023_WITH_TREASURE #트레저_골든디스크로_직진 #TREASURE #준규 #JUNKYU @treasuremembers https://t.co/mw75PHxnoh,43,0,954,1826,in,1414229969664843781,1611699259593871360,bluesummerxx,https://twitter.com/bluesummerxx/status/1611699259593871360,treasuremembers
Sat Jan 07 12:12:00 +0000 2023,1611697154812432388,230107 GDA in BKK - DARARI (remix ver.)   #박정우 #트레저 #TREASURE #GDAinBKK https://t.co/BTsRCVfuzO,21,1,879,1843,in,1412066029484732416,1611697154812432388,jwoolovs,https://twitter.com/jwoolovs/status/1611697154812432388,
Sat Jan 07 12:06:38 +0000 2023,1611695805186060288,"[#TREASURE @ #GDA2023]  BOY, JIKJIN, DARARI PART TWO  #GDA2023_WITH_TREASURE #트레저 https://t.co/isSE10ISx5",27,0,366,1116,in,1050195694949142528,1611695245963534336,nitrolastic,https://twitter.com/nitrolastic/status/1611695805186060288,
Sat Jan 07 12:04:25 +0000 2023,1611695245963534336,"[#TREASURE @ #GDA2023 ]   BOY, JIKJIN, DARARI PART ONE  #GDA2023_WITH_TREASURE #트레저 https://t.co/fPJACZppSl",143,20,2336,6301,in,1050195694949142528,1611695245963534336,nitrolastic,https://twitter.com/nitrolastic/status/1611695245963534336,
Sat Jan 07 12:01:45 +0000 2023,1611694577915944963,GDA - Jikjin  #트레저 #GDA2023_WITH_TREASURE @treasuremembers https://t.co/hwM46w2YvN,33,3,699,1284,in,1320543364828180480,1611694577915944963,7SKIESCHS,https://twitter.com/7SKIESCHS/status/1611694577915944963,treasuremembers
Sat Jan 07 03:42:41 +0000 2023,1611568980606742528,"-idol jeongwoo sama junghwan treasure, kalau jd orang indonesia cocoknya jadi orang mana ya 😭 https://t.co/VoZ6AzBb3y",375,555,734,9066,in,1210342758029807616,1611568980606742528,starfess,https://twitter.com/starfess/status/1611568980606742528,
Sat Jan 07 03:13:33 +0000 2023,1611561651844829185,"aku dan teman2ku masuk tmi log SHI guys🥹✨💙💙💙SENENG BANGET BUKAN MAEN AAAAAAA😭 “TREASURE FIGHTING, AKU CINTA KAMU” !!! @treasuremembers #SHI2022 https://t.co/5a0zGjLRPB",5,51,78,961,in,1391648700997328903,1611561651844829185,breakofrose,https://twitter.com/breakofrose/status/1611561651844829185,treasuremembers
Sat Jan 07 03:01:08 +0000 2023,1611558524307529730,#TREASURE [T.M.I] EP.30 ‘SARANGHAEYO INDONESIA 2022’ Behind The Scenes  ▶️ https://t.co/qGc5LDsQXH   #트레저 #TMI #EP_30 #SARANGHAEYO_INDONESIA_2022 #BehindTheScenes #YG,870,266,6807,18189,in,408177579,1611558524307529730,ygent_official,https://twitter.com/ygent_official/status/1611558524307529730,
Fri Jan 06 13:04:35 +0000 2023,1611348000999354372,on our way to bangkok for gda🧚🏻🧚🏻 asahi iseng as usual🙄 @treasuremembers   #TMSD #ASAHI #TREASURE #TreasureMakerSelcaDay #아사히 https://t.co/tlJe7ERaCa,41,88,132,860,in,1519377564870930432,1611348000999354372,cheee_ru,https://twitter.com/cheee_ru/status/1611348000999354372,treasuremembers
Fri Jan 06 13:00:44 +0000 2023,1611347030701637635,"Hari Minggu itu weekend, tapi kalau cinta aku ke kamu tuh will never end  #TMSD #TreasureMakerSelcaDay #TeumeSelcaDay #Junkyu #준규 #TREASURE #트레조 @treasuremembers https://t.co/fYLVXNtR9K",5,110,307,391,in,1415271568473612294,1611347030701637635,prkjjwoo,https://twitter.com/prkjjwoo/status/1611347030701637635,treasuremembers
Fri Jan 06 12:51:25 +0000 2023,1611344687641800705,ngambek bang?  #TMSD #TreasureMakerSelcaDay #teumeselcaday #PARKJEONGWOO #박정우 #TREASURE @treasuremembers https://t.co/bIi3bbHRfd,2,143,300,403,in,1535526709998391296,1611344687641800705,ahmdasahi,https://twitter.com/ahmdasahi/status/1611344687641800705,treasuremembers
Fri Jan 06 12:45:18 +0000 2023,1611343148785242113,bpjs (butuh pundak jeongwoo selamanya)  #TMSD #TreasureMakerSelcaDay #TeumeSelcaDay #PARKJEONGWOO #JEONGWOO #박정우 #TREASURE #트레저 @treasuremembers https://t.co/2kSlZOAQtL,1,130,383,465,in,1278698589619798023,1611343148785242113,pinkypayy_,https://twitter.com/pinkypayy_/status/1611343148785242113,treasuremembers
Thu Jan 05 09:54:48 +0000 2023,1610937853697200128,teume! liat deh thai teume yang jemput treasure di airport ada yang pake beginian 😭 (ctto) https://t.co/DweeaBc341,110,140,248,4988,in,1271439514460753920,1610937853697200128,treasuremenfess,https://twitter.com/treasuremenfess/status/1610937853697200128,
Thu Jan 05 09:53:20 +0000 2023,1610937485487640577,[yg_treasure_tiktok] 230105  🖇️https://t.co/SEb2CLsjcU  #TREASURE #트레저 #トレジャー  @treasuremembers https://t.co/dB0gIWiIHa,76,0,339,1066,in,1469253385312370690,1610937485487640577,trsrupdates,https://twitter.com/trsrupdates/status/1610937485487640577,treasuremembers
Thu Jan 05 09:01:56 +0000 2023,1610924550262489089,"@treasuremenfess Aku bersyukur dalcom mutusin buat bikin double treasure (treasure12 &amp  treasure). Aku bersyukur dalcom gak hapus semua data ttg mashidam. Voice mereka masih ada, wpp room tetep ada, dan card mereka masih genap 🥺💗 https://t.co/IWRJd1jNm3",9,5,34,1094,in,1509476492363067392,1610920937721049088,nissincraker,https://twitter.com/nissincraker/status/1610924550262489089,treasuremenfess
Thu Jan 05 08:47:35 +0000 2023,1610920937721049088,"teume! treasure yg bareng mashidam udh diganti jadi TREASURE(12)"" 🥺🥺🥺 https://t.co/Nmff1ZYlVq""",299,192,454,8027,in,1271439514460753920,1610920937721049088,treasuremenfess,https://twitter.com/treasuremenfess/status/1610920937721049088,
